No,Transaction Number,Merchant ID,Tipe Transaksi,Nama Issuer,Nominal,Transaction Date,Status
187277,B005285575,X604500377,Pembayaran,BNI,5.0,2022-07-12 10:41:22,success
187333,B004820182,X603500085,Pembayaran,BNI,80000.0,2022-07-05 18:25:01,success
187334,B004820178,X618500100,Pembayaran,BNI,80000.0,2022-07-05 18:24:58,success
187345,B005285410,X609500247,Pembayaran,BNI,1.0,2022-07-12 10:39:02,success
187350,B005285396,X618089186,Pembayaran,BNI,1.0,2022-07-12 10:38:51,success
187394,B004820079,X610010074,Pembayaran,BCA,16000.0,2022-07-05 18:23:25,success
187433,B005835956,X610153755,Pembayaran,DANA,50000.0,2022-07-23 13:02:44,success
187447,B005835927,X609120772,Pembayaran,MANDIRI,11000.0,2022-07-23 13:02:05,success
187455,B004819955,X605041793,Pembayaran,BCA,135000.0,2022-07-05 18:21:17,success
187485,B005835875,X614500402,Pembayaran,MANDIRI,120500.0,2022-07-23 13:00:35,success
187485,B005835875,X614500402,Pembayaran,MANDIRI,120500.0,2022-07-23 13:00:35,success
187489,B005835871,X609110224,Pembayaran,BCA,30000.0,2022-07-23 12:59:36,success
187489,B005835871,X609110224,Pembayaran,BCA,30000.0,2022-07-23 12:59:36,success
187524,B004819837,X608500701,Pembayaran,BNI,80000.0,2022-07-05 18:19:59,success
187527,B005284807,X601500159,Pembayaran,BNI,1.0,2022-07-12 10:30:42,success
187563,B004819745,X209900487,Pembayaran,GOPAY,473000.0,2022-07-05 18:19:14,success
187615,B005284572,X617099330,Pembayaran,BNI,122100.0,2022-07-12 10:27:40,success
187664,B004819582,X607500147,Pembayaran,BNI,80000.0,2022-07-05 18:17:08,success
187680,B004819554,X614500386,Pembayaran,BNI,80000.0,2022-07-05 18:16:46,success
187735,B005284210,X601500157,Pembayaran,BNI,1.0,2022-07-12 10:22:58,success
187741,B004819408,X202102059,Pembayaran,BNI,209000.0,2022-07-05 18:15:16,success
187741,B004819408,X202102059,Pembayaran,BNI,209000.0,2022-07-05 18:15:16,success
187748,B005284182,X601500165,Pembayaran,BNI,1.0,2022-07-12 10:22:39,success
187752,B005284173,X603500142,Pembayaran,BNI,1.0,2022-07-12 10:22:34,success
187756,B004819423,X603500103,Pembayaran,BNI,80000.0,2022-07-05 18:14:56,success
187773,B005284130,X606500267,Pembayaran,BNI,1.0,2022-07-12 10:21:58,success
187796,B005835415,X606193789,Pembayaran,BCA,30904.0,2022-07-23 12:44:35,success
187815,B005835386,X603500086,Pembayaran,BCA,115500.0,2022-07-23 12:44:44,success
187872,B005283876,X616500029,Pembayaran,BNI,1.0,2022-07-12 10:18:38,success
187918,B005835208,X609120672,Pembayaran,MANDIRI,65000.0,2022-07-23 12:39:47,success
187919,B005835207,X607084818,Pembayaran,MANDIRI,213500.0,2022-07-23 12:39:45,success
187919,B005835207,X607084818,Pembayaran,MANDIRI,213500.0,2022-07-23 12:39:45,success
187930,B004819132,X608102136,Pembayaran,BCA,46000.0,2022-07-05 18:11:06,success
187947,B005283661,X604500374,Pembayaran,BNI,11.0,2022-07-12 10:15:50,success
187947,B005283661,X604500374,Pembayaran,BNI,11.0,2022-07-12 10:15:50,success
187961,B005283606,X601500161,Pembayaran,BNI,1.0,2022-07-12 10:15:11,success
188018,B005283451,X611500121,Pembayaran,BNI,1.0,2022-07-12 10:13:09,success
188040,B005835016,X610111560,Pembayaran,BCA,3000.0,2022-07-23 12:33:47,success
188115,B005283217,X608500764,Pembayaran,BNI,1.0,2022-07-12 10:09:50,success
188125,B004818776,X602500209,Pembayaran,BNI,76000.0,2022-07-05 18:06:30,success
188149,B005283136,X609017110,Pembayaran,BRI,35000.0,2022-07-12 10:08:16,success
188156,B005283118,X601500157,Pembayaran,BNI,1.0,2022-07-12 10:08:10,success
188212,B005834729,X604133124,Pembayaran,BCA,520950.0,2022-07-23 12:25:25,success
188213,B005834698,X612500042,Pembayaran,BCA,85000.0,2022-07-23 12:26:15,success
188262,B005834635,X605500064,Pembayaran,BCA,40000.0,2022-07-23 12:23:49,success
188267,B005282865,X618141909,Pembayaran,BCA,10000.0,2022-07-12 10:04:08,success
188267,B005282865,X618141909,Pembayaran,BCA,10000.0,2022-07-12 10:04:08,success
188278,B005282842,X607102750,Pembayaran,BNI,110000.0,2022-07-12 10:03:57,success
188286,B005834595,X612094437,Pembayaran,ASTRAPAY,100000.0,2022-07-23 12:22:44,success
188293,B005834585,X615001640,Pembayaran,OVO,121000.0,2022-07-23 12:22:19,success
188324,B005282725,X608500760,Pembayaran,BNI,1.0,2022-07-12 10:02:20,success
188324,B005282725,X608500760,Pembayaran,BNI,1.0,2022-07-12 10:02:20,success
188331,B004818433,X606009832,Pembayaran,DANA,16000.0,2022-07-05 18:01:38,success
188331,B004818433,X606009832,Pembayaran,DANA,16000.0,2022-07-05 18:01:38,success
188336,B004818425,X610010074,Pembayaran,BCA,15000.0,2022-07-05 18:01:39,success
188336,B004818425,X610010074,Pembayaran,BCA,15000.0,2022-07-05 18:01:39,success
188347,B005834503,X614014481,Pembayaran,GOPAY,25000.0,2022-07-23 12:19:42,success
188378,B005834455,X601182276,Pembayaran,LINKAJA,3.0,2022-07-23 12:18:13,success
188379,B005282568,X614083853,Pembayaran,OVO,12500.0,2022-07-12 10:00:10,success
188431,B005282429,X601500166,Pembayaran,BNI,1.0,2022-07-12 09:57:52,success
188443,B004818214,X610010074,Pembayaran,BCA,6000.0,2022-07-05 17:58:42,success
188447,B004818206,X608059802,Pembayaran,BPD BALI,53000.0,2022-07-05 18:58:43,success
188447,B004818206,X608059802,Pembayaran,BPD BALI,53000.0,2022-07-05 18:58:43,success
188462,B005282356,X608500756,Pembayaran,BNI,1.0,2022-07-12 09:56:52,success
188538,B005282143,X611031622,Pembayaran,BNI,10000.0,2022-07-12 09:53:44,success
188575,B005834145,X617003277,Pembayaran,SHOPEEPAY,7500.0,2022-07-23 12:08:39,success
188609,B005834080,X209900487,Pembayaran,BCA,84500.0,2022-07-23 12:05:53,success
188628,B005281952,X609500251,Pembayaran,BNI,1.0,2022-07-12 09:51:08,success
188640,B005834037,X617500171,Pembayaran,BRI,97500.0,2022-07-23 12:04:38,success
188662,B005834003,X601182307,Pembayaran,LINKAJA,3.0,2022-07-23 12:03:26,success
188663,B005834000,X610110522,Pembayaran,DANA,24000.0,2022-07-23 12:03:12,success
188740,B005833862,X610153452,Pembayaran,DANA,50000.0,2022-07-23 11:58:29,success
188740,B005833862,X610153452,Pembayaran,DANA,50000.0,2022-07-23 11:58:29,success
188792,B004817600,X607500173,Pembayaran,BNI,80000.0,2022-07-05 17:51:50,success
188892,B005833620,X609415144,Pembayaran,BRI,30000.0,2022-07-23 11:50:59,success
188907,B005281284,X604067353,Pembayaran,SHOPEEPAY,2500.0,2022-07-12 09:41:13,success
188907,B005833589,X610111560,Pembayaran,DANA,25000.0,2022-07-23 11:50:09,success
188908,B005833588,X609106806,Pembayaran,BNI,56000.0,2022-07-23 11:50:15,success
188924,B004817364,X614500284,Pembayaran,BNI,80000.0,2022-07-05 17:49:05,success
188956,B004817292,X609500235,Pembayaran,BNI,80000.0,2022-07-05 17:48:17,success
188975,B005281114,X612008428,Pembayaran,BNI,19500.0,2022-07-12 09:38:40,success
188981,B005281088,X610005448,Pembayaran,DANA,50000.0,2022-07-12 09:37:57,success
188981,B005281088,X610005448,Pembayaran,DANA,50000.0,2022-07-12 09:37:57,success
189016,B004817185,X608101256,Pembayaran,BCA,30000.0,2022-07-05 17:46:34,success
189023,B005833388,X615121181,Pembayaran,GOPAY,15000.0,2022-07-23 11:43:24,success
189032,B004817156,X612105429,Pembayaran,BNI,7600.0,2022-07-05 17:46:18,success
189089,B004817071,X609500196,Pembayaran,BRI,108500.0,2022-07-05 17:44:42,success
189125,B005280769,X615033380,Pembayaran,BNI,10600.0,2022-07-12 09:33:05,success
189181,B005833107,X611045098,Pembayaran,BCA,129000.0,2022-07-23 11:32:59,success
189201,B005833069,X609500176,Pembayaran,BCA,76000.0,2022-07-23 11:30:47,success
189207,B005280565,X603100111,Pembayaran,MANDIRI,10000.0,2022-07-12 09:30:04,success
189232,B005833007,X612094445,Pembayaran,DANA,200000.0,2022-07-23 11:29:47,success
189232,B005833007,X612094445,Pembayaran,DANA,200000.0,2022-07-23 11:29:47,success
189277,B005280379,X606500267,Pembayaran,BNI,1.0,2022-07-12 09:26:58,success
189277,B005280379,X606500267,Pembayaran,BNI,1.0,2022-07-12 09:26:58,success
189303,B004816688,X603500091,Pembayaran,BNI,50000.0,2022-07-05 17:41:21,success
189304,B005832875,X210900268,Pembayaran,BCA,57700.0,2022-07-23 11:25:27,success
189326,B005832849,X601187149,Pembayaran,BNI,1000.0,2022-07-23 11:24:21,success
189338,B005280253,X607500199,Pembayaran,BNI,1.0,2022-07-12 09:24:36,success
189338,B005280253,X607500199,Pembayaran,BNI,1.0,2022-07-12 09:24:36,success
189378,B005280143,X601500155,Pembayaran,BNI,1.0,2022-07-12 09:22:54,success
189438,B005832672,X609127064,Pembayaran,MANDIRI,80300.0,2022-07-23 11:18:44,success
189454,B004816422,X607500187,Pembayaran,BNI,80000.0,2022-07-05 17:38:11,success
189454,B004816422,X607500187,Pembayaran,BNI,80000.0,2022-07-05 17:38:11,success
189509,B005279836,X615102709,Pembayaran,MANDIRI,36000.0,2022-07-12 09:17:30,success
189509,B005279836,X615102709,Pembayaran,MANDIRI,36000.0,2022-07-12 09:17:30,success
189530,B005832510,X607500157,Pembayaran,BRI,201000.0,2022-07-23 11:12:57,success
189535,B005832500,X614127630,Pembayaran,GOPAY,16500.0,2022-07-23 11:13:09,success
189568,B005832447,X607102105,Pembayaran,SHOPEEPAY,65000.0,2022-07-23 11:11:33,success
189570,B005279691,X614500441,Pembayaran,BNI,1.0,2022-07-12 09:14:42,success
189644,B005279532,X614083853,Pembayaran,DANA,45000.0,2022-07-12 09:11:53,success
189669,B005832287,X616051014,Pembayaran,BNI,119000.0,2022-07-23 11:05:33,success
189674,B005279463,X601500164,Pembayaran,BNI,1.0,2022-07-12 09:10:36,success
189685,B004816007,X605009143,Pembayaran,BNI,398500.0,2022-07-05 17:32:55,success
189706,B005279389,X615119049,Pembayaran,BNI,2000.0,2022-07-12 09:09:12,success
189740,B005832147,X204163489,Pembayaran,MANDIRI,120500.0,2022-07-23 11:00:43,success
189741,B005279321,X601001986,Pembayaran,BNI,500000.0,2022-07-12 09:07:54,success
189786,B005832079,X609132040,Pembayaran,MANDIRI,701000.0,2022-07-23 10:57:41,success
189838,B005279121,X612094437,Pembayaran,DANA,50000.0,2022-07-12 09:03:51,success
189993,B005278754,X601500160,Pembayaran,BNI,1.0,2022-07-12 08:56:52,success
190021,B004815446,X612098328,Pembayaran,BNI,55600.0,2022-07-05 17:25:57,success
190040,B005278659,X610110557,Pembayaran,MANDIRI,17000.0,2022-07-12 08:55:08,success
190095,B004815307,X612098405,Pembayaran,BNI,7600.0,2022-07-05 17:24:04,success
190116,B004815258,X610110385,Pembayaran,DANA,30000.0,2022-07-05 17:23:21,success
190117,B004815256,X607097713,Pembayaran,OVO,75000.0,2022-07-05 17:23:34,success
190117,B004815256,X607097713,Pembayaran,OVO,75000.0,2022-07-05 17:23:34,success
190137,B004815217,X605025444,Pembayaran,BNI,58000.0,2022-07-05 17:23:07,success
190152,B005278420,X601500090,Pembayaran,OVO,3000.0,2022-07-12 08:51:06,success
190206,B005278312,X608500764,Pembayaran,BNI,1.0,2022-07-12 08:48:56,success
190207,B004815105,X612098362,Pembayaran,BNI,32600.0,2022-07-05 17:21:49,success
190275,B005831184,X601116965,Pembayaran,LINKAJA,3.0,2022-07-23 10:25:20,success
190291,B005278152,X604500379,Pembayaran,BNI,1.0,2022-07-12 08:45:25,success
190322,B004814859,X207104936,Pembayaran,BNI,199000.0,2022-07-05 17:19:29,success
190385,B004814793,X606005347,Pembayaran,BRI,254000.0,2022-07-05 17:17:33,success
190404,B005277911,X609092650,Pembayaran,BNI,3.0,2022-07-12 08:40:15,success
190408,B005830936,X607155729,Pembayaran,MANDIRI,54000.0,2022-07-23 10:16:04,success
190417,B004814736,X614500422,Pembayaran,BNI,80000.0,2022-07-05 17:16:58,success
190426,B005830908,X605042398,Pembayaran,BNI,65500.0,2022-07-23 10:15:03,success
190497,B005830788,X610153453,Pembayaran,OVO,83513.0,2022-07-23 10:10:34,success
190519,B005277622,X608100821,Pembayaran,MANDIRI,790000.0,2022-07-12 08:33:44,success
190533,B004814516,X601500090,Pembayaran,OVO,3000.0,2022-07-05 17:14:41,success
190533,B004814516,X601500090,Pembayaran,OVO,3000.0,2022-07-05 17:14:41,success
190538,B005830708,X606192781,Pembayaran,BCA,48500.0,2022-07-23 10:06:30,success
190551,B004814507,X614500334,Pembayaran,BNI,80000.0,2022-07-05 17:14:18,success
190559,B004814497,X612500093,Pembayaran,BNI,80000.0,2022-07-05 17:14:12,success
190576,B005830649,X616001301,Pembayaran,BNI,1499000.0,2022-07-23 10:04:13,success
190598,B005277441,X602500229,Pembayaran,BNI,100.0,2022-07-12 08:29:59,success
190600,B004814415,X602500213,Pembayaran,BNI,80000.0,2022-07-05 17:13:15,success
190650,B004814314,X605500075,Pembayaran,BNI,80000.0,2022-07-05 17:12:01,success
190654,B005830512,X617500115,Pembayaran,BNI,65000.0,2022-07-23 09:58:33,success
190705,B005830408,X604500299,Pembayaran,BCA,126000.0,2022-07-23 09:53:15,success
190706,B005277175,X617500229,Pembayaran,BNI,1.0,2022-07-12 08:23:15,success
190725,B005277128,X608500762,Pembayaran,BNI,1.0,2022-07-12 08:22:08,success
190749,B005277066,X607500199,Pembayaran,BNI,1.0,2022-07-12 08:20:10,success
190761,B004814065,X215900607,Pembayaran,BNI,80000.0,2022-07-05 17:09:32,success
190779,B005276986,X610153755,Pembayaran,DANA,50000.0,2022-07-12 08:17:25,success
190780,B005276976,X601500159,Pembayaran,BNI,1.0,2022-07-12 08:17:13,success
190788,B005276961,X618500128,Pembayaran,BNI,100.0,2022-07-12 08:16:47,success
190812,B005276898,X610109991,Pembayaran,DANA,13500.0,2022-07-12 08:14:48,success
190845,B005830163,X609171241,Pembayaran,BNI,50000.0,2022-07-23 09:43:05,success
190874,B004813913,X615500374,Pembayaran,BNI,80000.0,2022-07-05 17:06:57,success
190886,B005276681,X612094437,Pembayaran,DANA,50000.0,2022-07-12 08:08:10,success
190911,B004813847,X614003131,Pembayaran,BCA,27000.0,2022-07-05 17:06:01,success
190921,B005276600,X610153453,Pembayaran,OVO,50000.0,2022-07-12 08:05:58,success
190922,B004813816,X606224121,Pembayaran,BNI,7600.0,2022-07-05 17:05:41,success
190975,B005829933,X614003730,Pembayaran,BCA,150000.0,2022-07-23 09:31:44,success
190992,B005276397,X608500761,Pembayaran,BNI,1.0,2022-07-12 07:58:22,success
191011,B004813663,X603208146,Pembayaran,BNI,7600.0,2022-07-05 17:03:39,success
191015,B004813655,X609500230,Pembayaran,BNI,80000.0,2022-07-05 17:03:34,success
191036,B005276272,X610110527,Pembayaran,DANA,99000.0,2022-07-12 07:52:35,success
191048,B004813602,X614500390,Pembayaran,BNI,80000.0,2022-07-05 17:02:39,success
191058,B004813559,X202900225,Pembayaran,BNI,80000.0,2022-07-05 17:02:26,success
191070,B005829774,X604500363,Pembayaran,BCA,24000.0,2022-07-23 09:24:18,success
191071,B005829772,X601116784,Pembayaran,BNI,3.0,2022-07-23 09:24:23,success
191093,B004813528,X612098356,Pembayaran,BNI,7600.0,2022-07-05 17:01:33,success
191156,B005829586,X612500042,Pembayaran,BNI,85000.0,2022-07-23 09:16:12,success
191156,B005829586,X612500042,Pembayaran,BNI,85000.0,2022-07-23 09:16:12,success
191162,B004813423,X614500402,Pembayaran,BCA,207000.0,2022-07-05 16:59:40,success
191183,B004812975,X207104928,Pembayaran,BNI,1000.0,2022-07-05 16:59:14,success
191184,B004813345,X217201011,Pembayaran,BNI,82500.0,2022-07-05 16:59:13,success
191329,B005275507,X604003807,Pembayaran,BCA,95000.0,2022-07-12 07:12:55,success
191371,B005829213,X614000097,Pembayaran,DANA,44000.0,2022-07-23 08:57:06,success
191412,B005829123,X606055359,Pembayaran,GOPAY,10000.0,2022-07-23 08:52:23,success
191451,B005274582,X610110453,Pembayaran,DANA,50000.0,2022-07-12 06:09:43,success
191462,B005829025,X610010074,Pembayaran,LINKAJA,16000.0,2022-07-23 08:47:39,success
191545,B004812693,X210283990,Pembayaran,BNI,33400.0,2022-07-05 16:50:09,success
191585,B004812609,X208002435,Pembayaran,BCA,174900.0,2022-07-05 16:48:59,success
191590,B004812639,X607500170,Pembayaran,BNI,176000.0,2022-07-05 16:48:57,success
191627,B005828725,X604067353,Pembayaran,LINKAJA,6500.0,2022-07-23 08:30:31,success
191701,B004812435,X614500288,Pembayaran,BNI,80000.0,2022-07-05 16:46:18,success
191713,B005828581,X610109773,Pembayaran,OVO,99000.0,2022-07-23 08:21:22,success
191736,B005828540,X610110452,Pembayaran,DANA,10000.0,2022-07-23 08:17:54,success
191762,B005828490,X615101376,Pembayaran,BCA,119999.0,2022-07-23 08:14:37,success
191831,B004812206,X609500236,Pembayaran,BNI,80000.0,2022-07-05 16:43:58,success
191831,B005273372,X610153754,Pembayaran,DANA,50000.0,2022-07-12 01:44:22,success
191831,B004812206,X609500236,Pembayaran,BNI,80000.0,2022-07-05 16:43:58,success
191879,B004812131,X612105405,Pembayaran,BNI,7600.0,2022-07-05 16:42:49,success
191889,B005828250,X610027649,Pembayaran,BCA,30000.0,2022-07-23 07:54:37,success
191901,B005272980,X610110453,Pembayaran,DANA,30000.0,2022-07-12 01:20:15,success
191922,B004812043,X609500204,Pembayaran,BNI,80000.0,2022-07-05 16:41:39,success
191922,B004812043,X609500204,Pembayaran,BNI,80000.0,2022-07-05 16:41:39,success
191928,B005272804,X610005869,Pembayaran,DANA,50000.0,2022-07-12 01:06:44,success
191941,B004812010,X609006858,Pembayaran,BNI,103000.0,2022-07-05 16:41:10,success
191959,B004811975,X606500081,Pembayaran,BCA,132280.0,2022-07-05 16:40:30,success
191976,B005828069,X610110526,Pembayaran,DANA,50000.0,2022-07-23 07:39:49,success
192004,B005827994,X601500090,Pembayaran,OVO,3000.0,2022-07-23 07:32:54,success
192079,B005272080,X612094437,Pembayaran,DANA,200000.0,2022-07-12 00:10:39,success
192146,B004811639,X612105421,Pembayaran,BNI,7600.0,2022-07-05 16:36:17,success
192147,B004811636,X612105383,Pembayaran,BNI,7600.0,2022-07-05 16:36:14,success
192164,B005271923,X610153452,Pembayaran,OVO,92000.0,2022-07-11 23:45:55,success
192175,B005271896,X610005442,Pembayaran,DANA,40000.0,2022-07-11 23:40:57,success
192231,B005827489,X210184685,Pembayaran,BNI,150000.0,2022-07-23 06:31:49,success
192261,B005271722,X601500090,Pembayaran,OVO,96000.0,2022-07-11 23:22:48,success
192272,B004811413,X611004967,Pembayaran,MANDIRI,46000.0,2022-07-05 16:33:01,success
192283,B004811336,X204900698,Pembayaran,BNI,80000.0,2022-07-05 16:32:39,success
192290,B005827367,X610110384,Pembayaran,DANA,50000.0,2022-07-23 06:01:06,success
192299,B004811362,X610110522,Pembayaran,DANA,120000.0,2022-07-05 16:32:06,success
192312,B004811351,X609500189,Pembayaran,BNI,80000.0,2022-07-05 16:32:04,success
192312,B004811351,X609500189,Pembayaran,BNI,80000.0,2022-07-05 16:32:04,success
192377,B004811230,X610500423,Pembayaran,BNI,80000.0,2022-07-05 16:30:32,success
192402,B005827179,X610164528,Pembayaran,DANA,30000.0,2022-07-23 05:03:44,success
192423,B004811129,X614500365,Pembayaran,BNI,54000.0,2022-07-05 16:28:58,success
192445,B005271326,X609172812,Pembayaran,JENIUS,110000.0,2022-07-11 22:42:34,success
192482,B004811023,X608500446,Pembayaran,BCA,75000.0,2022-07-05 16:27:32,success
192507,B005271169,X610153453,Pembayaran,OVO,100367.0,2022-07-11 22:32:11,success
192573,B005826947,X612500042,Pembayaran,BNI,275000.0,2022-07-23 03:42:57,success
192600,B004810795,X604500314,Pembayaran,BNI,80000.0,2022-07-05 16:24:42,success
192630,B004810733,X608500754,Pembayaran,BNI,80000.0,2022-07-05 16:24:00,success
192640,B005270748,X605500113,Pembayaran,BCA,232500.0,2022-07-11 22:08:05,success
192663,B004810634,X214136186,Pembayaran,DANA,82050.0,2022-07-05 16:22:51,success
192673,B004810644,X612098392,Pembayaran,BNI,7600.0,2022-07-05 16:22:40,success
192702,B005826779,X610164532,Pembayaran,DANA,35000.0,2022-07-23 02:40:41,success
192708,B005826772,X610153755,Pembayaran,DANA,50000.0,2022-07-23 02:39:18,success
192709,B005270486,X210184685,Pembayaran,BCA,500000.0,2022-07-11 21:55:43,success
192737,B005826739,X610005870,Pembayaran,GOPAY,15226.0,2022-07-23 02:29:42,success
192786,B005826663,X610164532,Pembayaran,BNI,35000.0,2022-07-23 02:08:26,success
192801,B004810416,X602500209,Pembayaran,BANK UOB,5000.0,2022-07-05 16:19:59,success
192803,B004810413,X611500108,Pembayaran,BNI,85000.0,2022-07-05 16:19:58,success
192810,B005826629,X610164527,Pembayaran,DANA,50000.0,2022-07-23 01:59:08,success
192841,B005270096,X617096881,Pembayaran,BCA,57000.0,2022-07-11 21:38:06,success
192852,B004810325,X607500185,Pembayaran,BNI,80000.0,2022-07-05 16:19:04,success
